transcription,file_name
THE SET OF CHINA HID THE FLOOR WITH A CRASH,data/odiya/speaker_01/odiya_s01_186.wav
THIS IS A GRAND SEASON FOR HIKES ON THE ROAD,data/odiya/speaker_01/odiya_s01_187.wav
THE GUN ROSE FROM THE EDGE OF THE WATER,data/odiya/speaker_01/odiya_s01_188.wav
THOSE WORDS WERE THE CUE FOR THE ACTOR TO LEAVE,data/odiya/speaker_01/odiya_s01_189.wav
WE TALKED OF THE SIDE SHOW IN THE CIRCUS,data/odiya/speaker_01/odiya_s01_190.wav
USE A PENCIL TO WRITE THE FIRST DRAFT,data/odiya/speaker_01/odiya_s01_191.wav
HE RAN HALF WAY TO THE HARDWARE STORE,data/odiya/speaker_01/odiya_s01_192.wav
THE CLOCK STRUCK TO MARK THE THIRD PERIOD,data/odiya/speaker_01/odiya_s01_193.wav
A SMALL CREEK CUT ACROSS THE FIELD,data/odiya/speaker_01/odiya_s01_194.wav
CARS AND BUSSES STALLED IN SNOW DRIFTS,data/odiya/speaker_01/odiya_s01_195.wav
THE SET OF CHINA HID THE FLOOR WITH A CRASH,data/odiya/speaker_01/odiya_s01_196.wav
THIS IS A GRAND SEASON FOR HIKES ON THE ROAD,data/odiya/speaker_01/odiya_s01_197.wav
THE DUNE ROSE FROM THE EDGE OF THE WATER,data/odiya/speaker_01/odiya_s01_198.wav
THOSE WORDS WERE THE CURE FOR THE ACTOR TO LEAVE,data/odiya/speaker_01/odiya_s01_199.wav
WE TALKED OF THE SIDE SHOW IN THE CIRCUS,data/odiya/speaker_01/odiya_s01_200.wav
USE A PENCIL TO WRITE THE FIRST DRAFT,data/odiya/speaker_01/odiya_s01_201.wav
HE RAN HALFWAY TO THE HARDWARE STORE,data/odiya/speaker_01/odiya_s01_202.wav
THE CLOCK STRUCK TO MARG THE THIRD PERIOD,data/odiya/speaker_01/odiya_s01_203.wav
A SMALL CREEK CUT ACROSS THE FIELD,data/odiya/speaker_01/odiya_s01_204.wav
CARS AND BUSSES STALLED IN SNOW DRIFTS,data/odiya/speaker_01/odiya_s01_205.wav
THE SET OF CHINA HID THE FLOOR WITH A CRASH,data/odiya/speaker_01/odiya_s01_206.wav
THIS IS A GRAND SEASON FOR HIKES ON THE ROAD,data/odiya/speaker_01/odiya_s01_207.wav
THE DUNE GROS FROM THE EDGE OF THE WATER,data/odiya/speaker_01/odiya_s01_208.wav
THOSE WORDS WERE THE CUE FOR THE ACTOR TO LEAVE,data/odiya/speaker_01/odiya_s01_209.wav
A YACHT SLID AROUND THE POINT INTO THE BAY,data/odiya/speaker_01/odiya_s01_210.wav
THE TWO MET WHILE PLAYING ON THE SAND,data/odiya/speaker_01/odiya_s01_211.wav
THE INK STAIN DRIED ON THE FINISHED PAGE,data/odiya/speaker_01/odiya_s01_212.wav
THE WALLED DOWN WAS SEIZED WITHOUT A FIGHT,data/odiya/speaker_01/odiya_s01_213.wav
THE LEASE RAN OUT IN SIXTEEN WEEKS,data/odiya/speaker_01/odiya_s01_214.wav
A TAME SQUIRREL MAKES A NICE PET,data/odiya/speaker_01/odiya_s01_215.wav
THE HORN OF THE CAR WOKE THE SLEEPING COP,data/odiya/speaker_01/odiya_s01_216.wav
THE HEART BEAT STRONGLY AND WITH FIRM STROKES,data/odiya/speaker_01/odiya_s01_217.wav
THE PEARL WAS WORN IN A THIN SILVER RING THE FRUIT PEEL WAS CUT IN THICK SLICES,data/odiya/speaker_01/odiya_s01_218.wav
A YACHT SLID AROUND THE POINT INTO THE BAY,data/odiya/speaker_01/odiya_s01_219.wav
THE TWO MET WHILE PLAYING ON THE SAND,data/odiya/speaker_01/odiya_s01_220.wav
THE INK STAIN DRIED ON THE FINISHED PAGE,data/odiya/speaker_01/odiya_s01_221.wav
THE WALLED TOWN WAS SEIZED WITHOUT A FIGHT,data/odiya/speaker_01/odiya_s01_222.wav
THE LEASE RAN OUT IN SIXTEEN WEEKS,data/odiya/speaker_01/odiya_s01_223.wav
A TAME SQUIRREL MAKES A NICE PET,data/odiya/speaker_01/odiya_s01_224.wav
THE HORN OF THE CAR WOKE THE SLEEPING COP,data/odiya/speaker_01/odiya_s01_225.wav
THE HEART BEAT STRONGLY AND WITH FIRM STROKES,data/odiya/speaker_01/odiya_s01_226.wav
THE PEARL WAS WORN IN A THIN SILVER RING,data/odiya/speaker_01/odiya_s01_227.wav
THE FRUIT PEEL WAS CUT IN THICK SLICES,data/odiya/speaker_01/odiya_s01_228.wav
A YACHT SLID AROUND THE POINT INTO THE BAY,data/odiya/speaker_01/odiya_s01_229.wav
THE TWO MET WHILE PLAYING ON THE SAND,data/odiya/speaker_01/odiya_s01_230.wav
THE INK STAIN DRIED ON THE FINISHED PAGE,data/odiya/speaker_01/odiya_s01_231.wav
THE WALLED TOWN WAS SEIZED WITHOUT A FIGHT,data/odiya/speaker_01/odiya_s01_232.wav
THE LEASE RAN OUT IN SIXTEEN WEEKS,data/odiya/speaker_01/odiya_s01_233.wav
A TAME SQUIRREL MAKES A NICE PET,data/odiya/speaker_01/odiya_s01_234.wav
THE HORN OF THE CAR WOKE THE SLEEPING COP,data/odiya/speaker_01/odiya_s01_235.wav
THE HEART BEATS STRONGLY AND WITH FIRM STROKES,data/odiya/speaker_01/odiya_s01_236.wav
THE PEARL WAS WORN IN A THIN SILVER RING,data/odiya/speaker_01/odiya_s01_237.wav
THE FRUIT PEEL WAS CUT IN THICK SLICES,data/odiya/speaker_01/odiya_s01_238.wav
THE NAVY ATTACKED THE BIG TASK FORCE,data/odiya/speaker_01/odiya_s01_239.wav
SEE THE CAT GLARING AT THE SCARED MOUSE,data/odiya/speaker_01/odiya_s01_240.wav
THERE ARE MORE THAN TWO FACTORS HERE,data/odiya/speaker_01/odiya_s01_241.wav
THE HAT BRIM WAS WHITE AND TOO DROOPY,data/odiya/speaker_01/odiya_s01_242.wav
THE LAWYER TRIED TO LOSE HIS CASE,data/odiya/speaker_01/odiya_s01_243.wav
THE GRASS CURLED AROUND THE FENCE POST,data/odiya/speaker_01/odiya_s01_244.wav
CUT THE PIE INTO LARGE PARTS,data/odiya/speaker_01/odiya_s01_245.wav
MEN STRIVE BUT SELDOM GET RICH,data/odiya/speaker_01/odiya_s01_246.wav
ALWAYS CLOSE THE BARN DOOR RAT DOOR TIGHT,data/odiya/speaker_01/odiya_s01_247.wav
HE LAY PRONE AND HARDLY MOVED A LIMB,data/odiya/speaker_01/odiya_s01_248.wav
THE NAVY ATTACKED THE BIG TASK FORCE,data/odiya/speaker_01/odiya_s01_249.wav
SEE THE CAT GLARING AT THE SCARED MOUSE,data/odiya/speaker_01/odiya_s01_250.wav
THERE ARE MORE THAN TWO FACTORS HERE,data/odiya/speaker_01/odiya_s01_251.wav
THE HAT BRIM WAS WIDE AND TOO DROOPY,data/odiya/speaker_01/odiya_s01_252.wav
THE LAWYER TRIED TO LOSE HIS CASE,data/odiya/speaker_01/odiya_s01_253.wav
THE GRASS CURLED AROUND THE FENCE POST,data/odiya/speaker_01/odiya_s01_254.wav
CUT THE PIE INTO LARGE PARTS,data/odiya/speaker_01/odiya_s01_255.wav
MEN STRIVE BUT SELDOM GET RICH,data/odiya/speaker_01/odiya_s01_256.wav
ALWAYS CLOSE THE BARN DOOR TIGHT,data/odiya/speaker_01/odiya_s01_257.wav
HE LAY PRONE AND HARDLY MOVED A LIMB,data/odiya/speaker_01/odiya_s01_258.wav
THE NAVY ATTACKED TO THE BIG TASK FORCE,data/odiya/speaker_01/odiya_s01_259.wav
SEE THE CAT GLARING AT THE SCARED MOUSE,data/odiya/speaker_01/odiya_s01_260.wav
THERE ARE MORE THAN TWO FACTORS HERE,data/odiya/speaker_01/odiya_s01_261.wav
THE HAT BRIM WAS WIDE AND TOO DROOPY,data/odiya/speaker_01/odiya_s01_262.wav
THE LAWYER TRIED TO LOSE HIS CASE,data/odiya/speaker_01/odiya_s01_263.wav
THE GRASS CURLED AROUND THE FENCE POST,data/odiya/speaker_01/odiya_s01_264.wav
CUT THE PIE INTO LARGE PARTS,data/odiya/speaker_01/odiya_s01_265.wav
MEN STRIVE BUT SELDOM GET RICH,data/odiya/speaker_01/odiya_s01_266.wav
ALWAYS CLOSE THE BARN DOOR TIGHT,data/odiya/speaker_01/odiya_s01_267.wav
HE LAY BRONE AND HARDLY MOVED THE LIMB,data/odiya/speaker_01/odiya_s01_268.wav
THE SLUSH LAY DEEP ALONG THE STREET,data/odiya/speaker_01/odiya_s01_269.wav
A WISP OF CLOUD HUNG IN THE BLUE AIR,data/odiya/speaker_01/odiya_s01_270.wav
A POUND OF SUGAR COSTS MORE THAN EGGS,data/odiya/speaker_01/odiya_s01_271.wav
THE FIN WAS SHARP AND CUT THE CLEAR WATER,data/odiya/speaker_01/odiya_s01_272.wav
THE PLAY SEEMS DULL AND QUITE STUPID,data/odiya/speaker_01/odiya_s01_273.wav
BAIL THE BOAD TO STOP IT FROM SINKING,data/odiya/speaker_01/odiya_s01_274.wav
THE TERM ENDED IN LATE JUNE THAT YEAR,data/odiya/speaker_01/odiya_s01_275.wav
A TUSK IS USED TO MAKE COSTLY GIFTS,data/odiya/speaker_01/odiya_s01_276.wav
TEN PINS WERE SET IN ORDER,data/odiya/speaker_01/odiya_s01_277.wav
THE BILL WAS PAID EVERY THIRD WEEK,data/odiya/speaker_01/odiya_s01_278.wav
THE SLUSH LAY DEEP ALONG THE STREET,data/odiya/speaker_01/odiya_s01_279.wav
A WISP OF CLOUD HUNG IN THE BLUE AIR,data/odiya/speaker_01/odiya_s01_280.wav
A POUND OF SUGAR COSTS MORE THAN EGGS,data/odiya/speaker_01/odiya_s01_281.wav
THE FIN WAS SHARP AND CUT THE CLEAR WATER,data/odiya/speaker_01/odiya_s01_282.wav
THE PLACE SEEMS DULL AND QUITE STUPID,data/odiya/speaker_01/odiya_s01_283.wav
BAIL THE BOAT TO STOP IT FROM SINKING,data/odiya/speaker_01/odiya_s01_284.wav
THE TERM ENDED IN LATE JUNE THAT YEAR,data/odiya/speaker_01/odiya_s01_285.wav
A TUSK IS USED TO MAKE COSTLY GIFTS,data/odiya/speaker_01/odiya_s01_286.wav
TEN PINS WERE SET IN ORDER,data/odiya/speaker_01/odiya_s01_287.wav
THE BILL WAS PAID EVERY THIRD WEEK,data/odiya/speaker_01/odiya_s01_288.wav
THE SLUSH LAY DEEP ALONG THE STREET,data/odiya/speaker_01/odiya_s01_289.wav
A WISP OF CLOUD HUNG IN THE BLUE AIR,data/odiya/speaker_01/odiya_s01_290.wav
A POUND OF SUGAR COST SMOTH THAN EGGS,data/odiya/speaker_01/odiya_s01_291.wav
THE FIN WAS SHARP AND CUT THE CLEAR WATER,data/odiya/speaker_01/odiya_s01_292.wav
THE PLACE SEEMS DULL AND QUITE STUPID,data/odiya/speaker_01/odiya_s01_293.wav
BAIL THE BOAT TO STOP IT FROM SINKING,data/odiya/speaker_01/odiya_s01_294.wav
THE TERM ENDED IN LATE JUNE THAT YEAR,data/odiya/speaker_01/odiya_s01_295.wav
A TUSK IS USED TO MAKE COSTLY GIFTS,data/odiya/speaker_01/odiya_s01_296.wav
TEN PINS WERE SET IN ORDER,data/odiya/speaker_01/odiya_s01_297.wav
THE BILL WAS PAID EVERY THIRD WEEK,data/odiya/speaker_01/odiya_s01_298.wav
OAK IS STRONG AND ALSO GIVES SHADE,data/odiya/speaker_01/odiya_s01_299.wav
CATS AND DOGS EACH HATE THE OTHER,data/odiya/speaker_01/odiya_s01_300.wav
THE PIPE BEGAN TO RUST WHILE NEW,data/odiya/speaker_01/odiya_s01_301.wav
OPEN THE CRATE BUT DON'T BREAK THE GLASS,data/odiya/speaker_01/odiya_s01_302.wav
ADD THE SUM TO THE PRODUCT OF THESE THREE,data/odiya/speaker_01/odiya_s01_303.wav
THIEVES WHO ROB FRIENDS DESERVE JAIL,data/odiya/speaker_01/odiya_s01_304.wav
THE RIPE TASTE OF CHEESE IMPROVES WITH AGE,data/odiya/speaker_01/odiya_s01_305.wav
ACT ON THESE ORDERS WITH GREAT SPEED,data/odiya/speaker_01/odiya_s01_306.wav
THE HOG CRAWLED UNDER THE HIGH FENCE,data/odiya/speaker_01/odiya_s01_307.wav
MOVE THE VAT OVER THE HOT FIRE,data/odiya/speaker_01/odiya_s01_308.wav
OAK IS STRONG AND ALSO GIVES SHADE,data/odiya/speaker_01/odiya_s01_309.wav
CATS AND DOGS EACH HATE THE OTHER,data/odiya/speaker_01/odiya_s01_310.wav
THE PIPE BEGAN TO RUST WHILE NEW,data/odiya/speaker_01/odiya_s01_311.wav
OPEN THE CRATE BUT DON'T BREAK THE GLASS,data/odiya/speaker_01/odiya_s01_312.wav
ADD THE SUM TO THE PRODUCT OF THESE THREE,data/odiya/speaker_01/odiya_s01_313.wav
THIEVES WHO ROB FRIENDS DESERVE JAL,data/odiya/speaker_01/odiya_s01_314.wav
THE RIPE TASTE OF CHEESE IMPROVES WITH AGE,data/odiya/speaker_01/odiya_s01_315.wav
ACT ON THESE ORDERS WITH GREAT SPEED,data/odiya/speaker_01/odiya_s01_316.wav
THE HOG CRAWLED UNDER THE HIGH FENCE,data/odiya/speaker_01/odiya_s01_317.wav
MOVE THE VAT OVER THE HOT FIRE,data/odiya/speaker_01/odiya_s01_318.wav
OAK IS STRONG AND ALSO GIFTES SHADE,data/odiya/speaker_01/odiya_s01_319.wav
CATS AND DOGS EACH HADE THE OTHER,data/odiya/speaker_01/odiya_s01_320.wav
THE PIPE BEGAN TO RUST WHILE NEW,data/odiya/speaker_01/odiya_s01_321.wav
OPEN THE CRATE BUT DON'T BREAK THE GLASS,data/odiya/speaker_01/odiya_s01_322.wav
ADD THE SUM TO THE PRODUCT OF THESE THREE,data/odiya/speaker_01/odiya_s01_323.wav
THIEVES WHO ROB FRIENDS DESERVE JAIL,data/odiya/speaker_01/odiya_s01_324.wav
THE RIPE TASTE OF CHEESE IMPROVES WITH AGE,data/odiya/speaker_01/odiya_s01_325.wav
ACT ON THESE WORDS WITH GREAT SPEED,data/odiya/speaker_01/odiya_s01_326.wav
THE HOG CRAWLED UNDER THE HIGH FENCE,data/odiya/speaker_01/odiya_s01_327.wav
MOVE THE VAT OVER THE HART FIRED,data/odiya/speaker_01/odiya_s01_328.wav
THE BARK OF THE PINE TREE WAS SHINY AND DARK,data/odiya/speaker_01/odiya_s01_329.wav
LEAVES TURN BROWN AND YELLOW IN THE FALL,data/odiya/speaker_01/odiya_s01_330.wav
THE PENNANT WAVED WHEN THE WIND BLEW,data/odiya/speaker_01/odiya_s01_331.wav
SPLIT THE LOG WITH A QUICK SHARP BLOW,data/odiya/speaker_01/odiya_s01_332.wav
BURN PEAT AFTER THE LOGS GIVE OUT,data/odiya/speaker_01/odiya_s01_333.wav
HE ORDERED PEACH BY WITH ICE CREAM,data/odiya/speaker_01/odiya_s01_334.wav
LEAVE THE CARPET ON THE RIGHT HAND SIDE,data/odiya/speaker_01/odiya_s01_335.wav
HEMP IS A WEED FOUND IN PARTS OF THE TROPICS,data/odiya/speaker_01/odiya_s01_336.wav
A LAME BACK KEPT HIS SCORE LOW,data/odiya/speaker_01/odiya_s01_337.wav
WE FIND JOY IN THE SIMPLEST THINGS,data/odiya/speaker_01/odiya_s01_338.wav
THE BARK OF THE PINE TREE WAS SHINY AND DARK,data/odiya/speaker_01/odiya_s01_339.wav
LEAVES TURN BROWN AND YELLOW IN THE FALL,data/odiya/speaker_01/odiya_s01_340.wav
THE PENNANT WAVED WHEN THE RAIN BLEW,data/odiya/speaker_01/odiya_s01_341.wav
SPLIT THE LOG WITH A QUICK SHARP BLOW,data/odiya/speaker_01/odiya_s01_342.wav
BURN PEAT AFTER THE LOGS GIVE OUT,data/odiya/speaker_01/odiya_s01_343.wav
HE ORDERED PEACH BY WITH ICE CREAM,data/odiya/speaker_01/odiya_s01_344.wav
WEAVE THE CARPET ON THE RIGHT HAND SIDE,data/odiya/speaker_01/odiya_s01_345.wav
HEMP IS A WEED FOUND IN PARTS OF THE TROPICS,data/odiya/speaker_01/odiya_s01_346.wav
A LAME BACK KEPT HIS SCORE LOW,data/odiya/speaker_01/odiya_s01_347.wav
WE FIND JOY IN THE SIMPLEST THINGS,data/odiya/speaker_01/odiya_s01_348.wav
THE BARK OF THE PINE TREE WAS SHINY AND DARK,data/odiya/speaker_01/odiya_s01_349.wav
LEAVES TURN BROWN AND YELLOW IN THE FALL,data/odiya/speaker_01/odiya_s01_350.wav
THE PENNANT WAVED WHEN THE WIND BLEW,data/odiya/speaker_01/odiya_s01_351.wav
SPLIT THE LOG WITH A QUICK SHARP BLOW,data/odiya/speaker_01/odiya_s01_352.wav
BURN PEAT AFTER THE LOGS GIVE OUT,data/odiya/speaker_01/odiya_s01_353.wav
HE ORDERED PEACH BY WITH ICE CREAM,data/odiya/speaker_01/odiya_s01_354.wav
WEAVE THE CARPET ON THE RIGHT HAND SIDE,data/odiya/speaker_01/odiya_s01_355.wav
HEMP IS A WEED FOUND IN PARTS OF THE TROPICS,data/odiya/speaker_01/odiya_s01_356.wav
A LAME BACK KEPT HIS SCORE LOW,data/odiya/speaker_01/odiya_s01_357.wav
WE FIND JOY IN THE SIMPLEST THINGS,data/odiya/speaker_01/odiya_s01_358.wav
TYPE OUT THREE LISTS OF ORDERS,data/odiya/speaker_01/odiya_s01_359.wav
THE HARDER HE TRIED THE LESS HE GOT DONE,data/odiya/speaker_01/odiya_s01_360.wav
THE BOSS RAN THE SHOW WITH A WATCHFUL EYE,data/odiya/speaker_01/odiya_s01_361.wav
THE CUP CRACKED AND SPILLED ITS CONTENTS,data/odiya/speaker_01/odiya_s01_362.wav
PASTE CAN CLEANSE THE MOST DIRTY BRASS,data/odiya/speaker_01/odiya_s01_363.wav
THE SLANG WORD FOR RAW WHISKY IS BOOZE,data/odiya/speaker_01/odiya_s01_364.wav
IT GAUGHT ITS HIND PAW IN A RUSTY,data/odiya/speaker_01/odiya_s01_365.wav
TRAP THE WHARF COULD BE SEEN AT THE FATHER'S SHORE,data/odiya/speaker_01/odiya_s01_366.wav
FEEL THE HEAT OF THE WEEK DYING FLAME,data/odiya/speaker_01/odiya_s01_367.wav
THE TINY GIRLS TOOK OFF HER HAT,data/odiya/speaker_01/odiya_s01_368.wav
TYPE OUT THREE LISTS OF ORDERS,data/odiya/speaker_01/odiya_s01_369.wav
THE HARDER HE TRIED THE LESS HE GOT DONE,data/odiya/speaker_01/odiya_s01_370.wav
THE BOSS RAN THE SHOW WITH A WATCHFUL EYE,data/odiya/speaker_01/odiya_s01_371.wav
THE CUP CRACKED AND SPILLED ITS CONTENTS,data/odiya/speaker_01/odiya_s01_372.wav
PASTE CAN CLEANSE THE MOST DIRTY BRASS,data/odiya/speaker_01/odiya_s01_373.wav
THE SLANG WORD FOR RAW WHISKY IS BOOZE,data/odiya/speaker_01/odiya_s01_374.wav
IT CAUGHT ITS HIND PAW IN A RUSTY TRAP,data/odiya/speaker_01/odiya_s01_375.wav
THE WHARF COULD BE SEEN AT THE FARTHER SHORE,data/odiya/speaker_01/odiya_s01_376.wav
FEEL THE HEAT OF THE WEAK DYING FLAME,data/odiya/speaker_01/odiya_s01_377.wav
THE TINY GIRL TOOK OFF HER HAT,data/odiya/speaker_01/odiya_s01_378.wav
TYPE OUT THREE LISTS OF ORDERS,data/odiya/speaker_01/odiya_s01_379.wav
THE HARDER HE TRIED THE LESS HE GOT DONE,data/odiya/speaker_01/odiya_s01_380.wav
THE BOSS RAN THE SHOW WITH A WATCHFUL EYE,data/odiya/speaker_01/odiya_s01_381.wav
THE CUP CRACKED AND SPILLED ITS CONTENTS,data/odiya/speaker_01/odiya_s01_382.wav
PASTE CAN CLEANSE THE MOST DIRTY BRASS,data/odiya/speaker_01/odiya_s01_383.wav
THE SLANG WORD FOR RAW WHISKY IS BOOZE,data/odiya/speaker_01/odiya_s01_384.wav
IT CAUGHT ITS HIND PAW IN A RUSTY TRAP,data/odiya/speaker_01/odiya_s01_385.wav
THE WHARF COULD BE SEEN AT THE FARTHER SHORE,data/odiya/speaker_01/odiya_s01_386.wav
FEEL THE HIT OF THE WEAK DYING FLAME,data/odiya/speaker_01/odiya_s01_387.wav
THE TINY GIRL TOOK OFF HER HAT,data/odiya/speaker_01/odiya_s01_388.wav
A CRAMP IS NO SMALL DANGER ON A SWIM,data/odiya/speaker_01/odiya_s01_389.wav
HE SAID THE SAME PHRASE THIRTY TIMES,data/odiya/speaker_01/odiya_s01_390.wav
PLUCK THE BRIGHT ROSE WITHOUT LEAVES,data/odiya/speaker_01/odiya_s01_391.wav
TWO PLUS SEVEN IS LESS THAN TEN,data/odiya/speaker_01/odiya_s01_392.wav
THE GLOW DEEPENED IN THE EYES OF THE SWEET GIRL,data/odiya/speaker_01/odiya_s01_393.wav
BRING YOUR PROBLEMS TO THE WISE CHIEF,data/odiya/speaker_01/odiya_s01_394.wav
WRITE A FOND NOTE TO THE FRIEND YOU CHERISH,data/odiya/speaker_01/odiya_s01_395.wav
CLOTHES AND LODGING ARE FREE TO NEW MEN,data/odiya/speaker_01/odiya_s01_396.wav
WE FROWN WHEN EVENS TAKE A BAD TURN,data/odiya/speaker_01/odiya_s01_397.wav
PORT IS A STRONG WINE WITH THE SMOKY TASTE,data/odiya/speaker_01/odiya_s01_398.wav
A CRAMP IS NO SMALL DANGER ON A SWIM,data/odiya/speaker_01/odiya_s01_399.wav
HE SAID THE SAME PHRASE THIRTY TIMES,data/odiya/speaker_01/odiya_s01_400.wav
PLUCK THE BRIGHT ROSE WITHOUT LEAVES,data/odiya/speaker_01/odiya_s01_401.wav
TWO PLUS SEVEN IS LESS THAN TEN,data/odiya/speaker_01/odiya_s01_402.wav
THE GLOW DEEPENED IN THE EYES OF THE SWEET GIRL,data/odiya/speaker_01/odiya_s01_403.wav
BRING YOUR PROBLEMS TO THE WISE CHIEF,data/odiya/speaker_01/odiya_s01_404.wav
WRITE A FOND NOTE TO THE FRIEND YOU CHERISH,data/odiya/speaker_01/odiya_s01_405.wav
CLOTHES AND LODGING ARE FREE TO NEW MEN,data/odiya/speaker_01/odiya_s01_406.wav
WE FROWN WHEN EVENS TAKE A BAD TURN,data/odiya/speaker_01/odiya_s01_407.wav
PORT IS A STRONG WINE WITH A SMOKY TASTE,data/odiya/speaker_01/odiya_s01_408.wav
A CRAMP IS NO SMALL DANGER ON A SWIM,data/odiya/speaker_01/odiya_s01_409.wav
HE SAID THE SAME PHRASE THIRTY TIMES,data/odiya/speaker_01/odiya_s01_410.wav
PLUCK THE BRIGHT ROSE WITHOUT LEAVES,data/odiya/speaker_01/odiya_s01_411.wav
TWO PLUS SEVEN IS LESS THAN TEN,data/odiya/speaker_01/odiya_s01_412.wav
THE GLOW DEEPENED IN THE EYES OF THE SWEET GIRL,data/odiya/speaker_01/odiya_s01_413.wav
BRING YOUR PROBLEMS TO THE WISE CHIEF,data/odiya/speaker_01/odiya_s01_414.wav
WRITE A FOND NOTE TO THE FRIEND YOUTH CHERISH,data/odiya/speaker_01/odiya_s01_415.wav
CLOTHES AND LODGING ARE FREE TO NEW MEN,data/odiya/speaker_01/odiya_s01_416.wav
WE FROWN WHEN EVENS TAKE A BAD TURN,data/odiya/speaker_01/odiya_s01_417.wav
PORT IS A STRONG WINE WITH THE SMOKY TASTE,data/odiya/speaker_01/odiya_s01_418.wav
THE YOUNG KID JUMPED THE RUSTY GATE,data/odiya/speaker_01/odiya_s01_419.wav
GUESS THE RESULT FROM THE FIRST SCORES,data/odiya/speaker_01/odiya_s01_420.wav
A SALT PICKLE TASTES FINE WITH HAM,data/odiya/speaker_01/odiya_s01_421.wav
THE JUST CLAIM GOT THE RIGHT VERDICT,data/odiya/speaker_01/odiya_s01_422.wav
THOSE THISTLES BENT IN HIGH WIND,data/odiya/speaker_01/odiya_s01_423.wav
PURE BRED POODLES HAVE CURLS,data/odiya/speaker_01/odiya_s01_424.wav
THE TREE TOP WAVED IN A GRACEFUL WAY,data/odiya/speaker_01/odiya_s01_425.wav
THE SPOT ON THE BLOTTER WAS MADE BY GREEN INK,data/odiya/speaker_01/odiya_s01_426.wav
MUD WAS SPATTERED ON THE FRONT OF HIS WHITE SHIRT,data/odiya/speaker_01/odiya_s01_427.wav
THE CIGAR BURNED A HOLE IN THE DESK TOP,data/odiya/speaker_01/odiya_s01_428.wav
THE YOUNG KID JUMPED THE RUSTY GATE,data/odiya/speaker_01/odiya_s01_429.wav
GUESS THE RESULT FROM THE FIRST SCOURS,data/odiya/speaker_01/odiya_s01_430.wav
A SALT PICKLE TASTES FINE WITH HAM,data/odiya/speaker_01/odiya_s01_431.wav
THE JUST CLAIM GOT THE RIGHT VERDICT,data/odiya/speaker_01/odiya_s01_432.wav
THOSE THISTLES BEND IN HIGH WIND,data/odiya/speaker_01/odiya_s01_433.wav
PURE BRED POODLES HAVE CURLS,data/odiya/speaker_01/odiya_s01_434.wav
THE TREE TOP WAVED IN A GRACEFUL WAY,data/odiya/speaker_01/odiya_s01_435.wav
THE SPOT ON THE BLORTER WAS MADE BY GREEN INK,data/odiya/speaker_01/odiya_s01_436.wav
MUD WAS SPATTERED ON THE FRONT OF HIS WHITE SHIRT,data/odiya/speaker_01/odiya_s01_437.wav
THE CIGAR BURNED A HOLE IN THE DESK TOP,data/odiya/speaker_01/odiya_s01_438.wav
THE YOUNG KID JUMPED THE RUSTY GAITE,data/odiya/speaker_01/odiya_s01_439.wav
GUESS THE RESULT FROM THE FIRST SCOURS,data/odiya/speaker_01/odiya_s01_440.wav
A SALT PICKLE TASTES FINE WITH HAM,data/odiya/speaker_01/odiya_s01_441.wav
THE JUST CLAIM GOT THE RIGHT VERDICT,data/odiya/speaker_01/odiya_s01_442.wav
THOSE THISTLES BEND IN A HIGH WIND,data/odiya/speaker_01/odiya_s01_443.wav
PURE BRED POODLES HAVE CURLS,data/odiya/speaker_01/odiya_s01_444.wav
THE TREE TOP WAVED IN A GRACEFUL WAY,data/odiya/speaker_01/odiya_s01_445.wav
THE SPOT ON THE BLOTTER WAS MADE BY GREEN INK,data/odiya/speaker_01/odiya_s01_446.wav
MUD WAS SPATTERED ON THE FRONT OF HIS WHITE SHIRT,data/odiya/speaker_01/odiya_s01_447.wav
THE CIGAR BURNED A HOLE IN THE DESK TOP,data/odiya/speaker_01/odiya_s01_448.wav
THE EMPTY FLASK STOOD ON THE TIN TRAY A SPEEDY MAN CAN BEAT THIS TRACK MARK,data/odiya/speaker_01/odiya_s01_449.wav
MARK HE BROKE A NEW SHOELACE THAT DAY,data/odiya/speaker_01/odiya_s01_450.wav
THE COFFEE STAND IS TOO HIGH FOR THE COUCH,data/odiya/speaker_01/odiya_s01_451.wav
THE URGE TO WRITE SHORT STORIES IS READ,data/odiya/speaker_01/odiya_s01_452.wav
THE PENCILS HAVE ALL BEEN USED,data/odiya/speaker_01/odiya_s01_453.wav
THE PIRATES SEIZED THE CREW OF THE LOST SHIP,data/odiya/speaker_01/odiya_s01_454.wav
WE TRY TO REPLACE THE COIN BUT FALED,data/odiya/speaker_01/odiya_s01_455.wav
SHE SEWED THE TORN COAT QUITE NEATLY,data/odiya/speaker_01/odiya_s01_456.wav
THE SOFA CUSHION IS RED AND OF LIGHT WEIGHT,data/odiya/speaker_01/odiya_s01_457.wav
THE EMPTY FLASK STOOD ON THE TIN TRAY,data/odiya/speaker_01/odiya_s01_458.wav
A SPEEDY MAN CAN BEAT THIS TRACK MARK,data/odiya/speaker_01/odiya_s01_459.wav
HE BROKE A NEW SHOELACE THAT DAY,data/odiya/speaker_01/odiya_s01_460.wav
THE COFFEE STAND IS TOO HIGH FOR THE COUCH,data/odiya/speaker_01/odiya_s01_461.wav
THE URGE TO WRITE SHORT STORIES IS RARE,data/odiya/speaker_01/odiya_s01_462.wav
THE PENCILS HAVE ALL BEEN USED,data/odiya/speaker_01/odiya_s01_463.wav
